word,i,j,gap,page_i,page_j,quire_i,quire_j,lang_i,lang_j,section_i,section_j
cthes,26,35623,35597,f1r,f113r,A,T,A,B,T,S
cfhaiin,42,1333,1291,f1r,f8r,A,A,A,A,T,H
cphoy,47,2814,2767,f1r,f18v,A,C,A,A,T,H
cphodal,75,8836,8761,f1r,f51r,A,G,A,A,T,H
es,76,11599,11523,f1r,f67r2,A,I,A,?,T,A
shoy,85,27465,27380,f1r,f102v2,A,S,A,A,T,P
<152>an,101,13390,13289,f1r,f71v,A,K,A,?,T,Z
kod,103,4271,4168,f1r,f27v,A,D,A,A,T,H
dchar,141,4308,4167,f1r,f28r,A,D,A,A,T,H
cthols,147,6001,5854,f1r,f37v,A,E,A,A,T,H
kokaiin,190,2193,2003,f1r,f15r,A,B,A,A,T,H
chtor,201,9112,8911,f1r,f53r,A,G,A,A,T,H
cfhar,212,3725,3513,f1v,f24r,A,C,A,A,H,H
okodar,220,22044,21824,f1v,fRos,A,N,A,B,H,C
cphoal,240,35556,35316,f1v,f113r,A,T,A,B,H,S
otoaiin,244,13080,12836,f1v,f70v2,A,J,A,?,H,Z
choees,257,3013,2756,f1v,f20r,A,C,A,A,H,H
dolky,279,6280,6001,f1v,f39v,A,E,A,B,H,H
toor,286,22136,21850,f1v,fRos,A,N,A,B,H,C
ykody,351,9086,8735,f2r,f53r,A,G,A,A,H,H
olsaiin,371,20264,19893,f2r,f83r,A,M,A,B,H,B
yor,378,9299,8921,f2r,f54r,A,G,A,A,H,H
kooiin,394,4492,4098,f2v,f29v,A,D,A,A,H,H
loeees,404,34407,34003,f2v,f111v,A,T,A,B,H,S
qopal,451,34739,34288,f3r,f112r,A,T,A,B,H,S
otchody,493,2060,1567,f3r,f14r,A,B,A,A,H,H
qokeom,530,24031,23501,f3r,f88v,A,O,A,A,H,P
qopchor,541,5800,5259,f3r,f36v,A,E,A,A,H,H
qoeor,548,831,283,f3r,f5r,A,A,A,A,H,H
qosaiin,551,29435,28884,f3r,f104v,A,T,A,B,H,S
okolor,560,7591,7031,f3r,f45v,A,F,A,A,H,H
sha,565,1004,439,f3v,f6v,A,A,A,A,H,H
ykoaiin,567,11643,11076,f3v,f67r2,A,I,A,?,H,A
okai,583,19752,19169,f3v,f82v,A,M,A,B,H,B
ochos,617,34897,34280,f3v,f112v,A,T,A,B,H,S
chodair,630,24749,24119,f3v,f89v1,A,O,A,A,H,P
keam,644,32630,31986,f3v,f108r,A,T,A,B,H,S
pydaiin,676,6859,6183,f4r,f42r,A,F,A,A,H,H
shytchy,680,4497,3817,f4r,f29v,A,D,A,A,H,H
cpholdy,690,3870,3180,f4r,f25r,A,D,A,A,H,H
qotchoiin,700,740,40,f4r,f4v,A,A,A,A,H,H
qot<221>,702,783,81,f4r,f4v,A,A,A,A,H,H
kchoy,710,9442,8732,f4v,f55r,A,G,A,B,H,H
ytchoy,742,994,252,f4v,f6v,A,A,A,A,H,H
torchy,745,1943,1198,f4v,f13r,A,B,A,A,H,H
cthory,755,5557,4802,f4v,f35r,A,E,A,A,H,H
skeey,774,20906,20132,f4v,f84r,A,M,A,B,H,B
chykey,785,9634,8849,f4v,f56r,A,G,A,A,H,H
olsy,792,26288,25496,f5r,f99v,A,S,A,A,H,P
cholols,822,10421,9599,f5r,f58r,A,H,A,A,H,S
qotoeey,835,2984,2149,f5r,f20r,A,C,A,A,H,H
<222>tchey,842,10868,10026,f5v,f65v,A,H,A,?,H,H
cheotol,875,4726,3851,f5v,f30v,A,D,A,A,H,H
foar,884,3839,2955,f6r,f24v,A,C,A,A,H,H
chotols,900,26599,25699,f6r,f100v,A,S,A,A,H,P
poeear,901,23962,23061,f6r,f88r,A,O,A,A,H,P
kshor,902,8411,7509,f6r,f49v,A,G,A,A,H,H
cheoeees,905,3732,2827,f6r,f24r,A,C,A,A,H,H
pchar,938,1429,491,f6r,f8v,A,A,A,A,H,H
ctheod,947,24999,24052,f6r,f90v2,A,O,A,A,H,H
qocthol,961,3705,2744,f6r,f24r,A,C,A,A,H,H
che<221>s,981,26784,25803,f6v,f101r,A,S,A,A,H,P
chocthhy,1012,6004,4992,f6v,f37v,A,E,A,A,H,H
ychos,1014,25220,24206,f6v,f93r,A,Q,A,A,H,H
qokom,1022,7644,6622,f6v,f45v,A,F,A,A,H,H
oeeo,1023,26944,25921,f6v,f101v,A,S,A,A,H,P
ytchos,1035,4853,3818,f6v,f31v,A,D,A,B,H,H
fchodaiin,1078,25892,24814,f7r,f95v1,A,Q,A,B,H,H
qoos,1082,4455,3373,f7r,f29r,A,D,A,A,H,H
kchos,1105,8470,7365,f7r,f49v,A,G,A,A,H,H
otshol,1146,2688,1542,f7v,f18r,A,C,A,A,H,H
chcphhy,1154,22333,21179,f7v,f86v4,A,N,A,B,H,C
dykchy,1160,2158,998,f7v,f14v,A,B,A,A,H,H
dchodaiin,1178,8375,7197,f7v,f49r,A,G,A,A,H,H
pshol,1212,24249,23037,f8r,f89r1,A,O,A,A,H,P
chof,1243,4239,2996,f8r,f27v,A,D,A,A,H,H
choto,1263,37672,36409,f8r,f115v,A,T,A,B,H,S
choor,1265,2047,782,f8r,f14r,A,B,A,A,H,H
sholdaiin,1275,27117,25842,f8r,f102r1,A,S,A,A,H,P
<222>chey,1316,27637,26321,f8r,f102v1,A,S,A,A,H,P
scheaiin,1319,2179,860,f8r,f15r,A,B,A,A,H,H
chean,1328,1386,58,f8r,f8v,A,A,A,A,H,H
cha,1338,1455,117,f8r,f8v,A,A,A,A,H,H
saim,1356,7839,6483,f8r,f46v,A,F,A,B,H,H
opydaiin,1364,2549,1185,f8v,f17v,A,C,A,A,H,H
cthan,1399,38227,36828,f8v,f116r,A,T,A,B,H,S
cheykaiin,1401,34379,32978,f8v,f111v,A,T,A,B,H,S
cth<221>r,1421,2642,1221,f8v,f17v,A,C,A,A,H,H
pchy,1426,4199,2773,f8v,f27r,A,D,A,A,H,H
sorain,1428,21697,20269,f8v,f85r2,A,N,A,B,H,C
chodey,1469,2987,1518,f8v,f20r,A,C,A,A,H,H
oykeey,1485,2024,539,f9r,f14r,B,B,A,A,H,H
qotod,1496,9167,7671,f9r,f53v,B,G,A,A,H,H
qofol,1562,21460,19898,f9v,f85r1,B,N,A,B,H,T
toldy,1591,7128,5537,f9v,f43r,B,F,A,B,H,H
odol,1601,25292,23691,f9v,f93r,B,Q,A,A,H,H
ctchy,1612,6978,5366,f9v,f42v,B,F,A,A,H,H
chorchy,1642,9627,7985,f10r,f56r,B,G,A,A,H,H
pchodol,1643,2546,903,f10r,f17v,B,C,A,A,H,H
olty,1748,17633,15885,f10v,f79r,B,M,A,B,H,B
qotoiin,1771,5964,4193,f10v,f37v,B,E,A,A,H,H
dod,1805,7582,5777,f11r,f45v,B,F,A,A,H,H
ddy,1873,2816,943,f11v,f18v,B,C,A,A,H,H
shkchy,1895,28138,26243,f13r,f103r,B,T,A,B,H,S
ydal,1896,3804,1908,f13r,f24v,B,C,A,A,H,H
ytshy,1909,2763,854,f13r,f18v,B,C,A,A,H,H
qodchy,1913,2831,918,f13r,f19r,B,C,A,A,H,H
dpchy,1920,3303,1383,f13r,f22r,B,C,A,A,H,H
ykoly,1952,13750,11798,f13r,f72r3,B,K,A,?,H,Z
octhos,1964,24612,22648,f13v,f89v2,B,O,A,A,H,P
qocky,1981,29155,27174,f13v,f104v,B,T,A,B,H,S
okald,2004,11994,9990,f13v,f68r3,B,I,A,?,H,A
soshy,2052,3864,1812,f14r,f25r,B,D,A,A,H,H
ypchor,2097,23262,21165,f14v,f86v5,B,N,A,B,H,T
dytchy,2114,2844,730,f14v,f19r,B,C,A,A,H,H
darody,2123,7308,5185,f14v,f43v,B,F,A,B,H,H
dydydy,2138,7123,4985,f14v,f43r,B,F,A,B,H,H
dardy,2150,5368,3218,f14v,f34r,B,E,A,B,H,H
chokshor,2151,13502,11351,f14v,f72r1,B,K,A,?,H,Z
koly,2173,13806,11633,f15r,f72r3,B,K,A,?,H,Z
daky,2248,2880,632,f15r,f19r,B,C,A,A,H,H
qotchod,2270,4708,2438,f15v,f30v,B,D,A,A,H,H
kan,2303,15889,13586,f15v,f76v,B,M,A,B,H,B
cthoiin,2306,3377,1071,f15v,f22r,B,C,A,A,H,H
dalchy,2359,36311,33952,f16r,f114r,B,T,A,B,H,S
toror,2374,22922,20548,f16r,f86v6,B,N,A,B,H,T
ydar,2468,26831,24363,f17r,f101r,C,S,A,A,H,P
opydy,2470,3070,600,f17r,f20v,C,C,A,A,H,H
chop,2472,12446,9974,f17r,f69r,C,J,A,?,H,C
ydair,2476,21478,19002,f17r,f85r1,C,N,A,B,H,T
rom,2499,38214,35715,f17r,f116r,C,T,A,B,H,S
ypaim,2501,14108,11607,f17r,f72v1,C,K,A,?,H,Z
ychekchy,2502,2759,257,f17r,f18r,C,C,A,A,H,H
qof,2512,25458,22946,f17r,f94r,C,Q,A,B,H,H
qokcheor,2514,11791,9277,f17r,f67v1,C,I,A,?,H,A
soy,2526,30836,28310,f17r,f106v,C,T,A,B,H,S
ychody,2542,4594,2052,f17r,f30r,C,D,A,A,H,H
chotom,2543,25166,22623,f17r,f93r,C,Q,A,A,H,H
cthodal,2553,23676,21123,f17v,f87r,C,O,A,A,H,H
kchar,2587,7983,5396,f17v,f47r,C,F,A,A,H,H
keeor,2671,35991,33320,f17v,f113v,C,T,A,B,H,S
chlol,2712,13442,10730,f18r,f72r1,C,K,A,?,H,Z
doldy,2726,20327,17601,f18r,f83v,C,M,A,B,H,B
doldaiin,2727,7530,4803,f18r,f45r,C,F,A,A,H,H
chcthal,2735,35552,32817,f18r,f113r,C,T,A,B,H,S
dchal,2765,3859,1094,f18v,f24v,C,C,A,A,H,H
daror,2815,16177,13362,f18v,f77r,C,M,A,B,H,B
yko,2825,13266,10441,f18v,f71r,C,K,A,?,H,Z
dchydy,2838,7332,4494,f19r,f44r,C,F,A,A,H,H
chordy,2845,2895,50,f19r,f19r,C,C,A,A,H,H
dyty,2847,17424,14577,f19r,f79r,C,M,A,B,H,B
qokorar,2856,24674,21818,f19r,f89v2,C,O,A,A,H,P
okchan,2958,5062,2104,f19v,f32v,C,D,A,A,H,H
cho<152>chy,2993,12483,9490,f20r,f69r,C,J,A,?,H,C
tcheodal,3000,9844,6844,f20r,f57r,C,H,A,B,H,H
otolchey,3005,26566,23561,f20r,f100r,C,S,A,A,H,P
qocphy,3036,8889,5853,f20r,f51v,C,G,A,A,H,H
chetody,3042,12248,9206,f20r,f68v2,C,I,A,?,H,A
tolshy,3088,21092,18004,f20v,f84v,C,M,A,B,H,B
o<243>,3091,26931,23840,f20v,f101v,C,S,A,A,H,P
shokaiin,3136,9636,6500,f20v,f56r,C,G,A,A,H,H
qopcheody,3153,30658,27505,f21r,f106r,C,T,A,B,H,S
cholol,3194,7966,4772,f21r,f47r,C,F,A,A,H,H
chotshol,3286,8427,5141,f21v,f49v,C,G,A,A,H,H
cholchaiin,3292,4193,901,f21v,f27r,C,D,A,A,H,H
ocphy,3308,11858,8550,f22r,f68r1,C,I,A,?,H,A
doroiin,3334,3662,328,f22r,f23v,C,C,A,A,H,H
ofchar,3407,7495,4088,f22v,f45r,C,F,A,A,H,H
otchyd,3418,9757,6339,f22v,f56v,C,G,A,A,H,H
okshor,3450,11860,8410,f22v,f68r1,C,I,A,?,H,A
qotch<222>,3470,23577,20107,f22v,f86v3,C,N,A,B,H,C
fcholdy,3483,3863,380,f23r,f25r,C,D,A,A,H,H
ololdy,3489,5289,1800,f23r,f34r,C,E,A,B,H,H
olchar,3540,33235,29695,f23r,f108v,C,T,A,B,H,S
okee<221>r,3605,32998,29393,f23v,f108v,C,T,A,B,H,S
kshol,3656,4361,705,f23v,f28v,C,D,A,A,H,H
olols,3663,25029,21366,f23v,f90v2,C,O,A,A,H,H
opchar,3674,28856,25182,f24r,f104r,C,T,A,B,H,S
qoear,3716,4944,1228,f24r,f31v,C,D,A,B,H,H
tchodar,3780,4317,537,f24v,f28r,C,D,A,A,H,H
otaiir,3795,35753,31958,f24v,f113v,C,T,A,B,H,S
otchos,3796,12303,8507,f24v,f68v2,C,I,A,?,H,A
daid,3818,8982,5164,f24v,f52r,C,G,A,A,H,H
okodaiin,3837,27138,23301,f24v,f102r1,C,S,A,A,H,P
qokch,3842,25835,21993,f24v,f95v1,C,Q,A,B,H,H
chsky,3874,23156,19282,f25r,f86v5,D,N,A,B,H,T
sheear,3885,10196,6311,f25r,f58r,D,H,A,A,H,S
qotcheaiin,3899,4502,603,f25r,f29v,D,D,A,A,H,H
okeeaiin,3926,11985,8059,f25v,f68r3,D,I,A,?,H,A
cheke<152>y,4004,6659,2655,f26r,f41r,D,F,B,B,H,H
pcho,4021,6797,2776,f26r,f42r,D,F,B,A,H,H
qotee<152>ar,4034,35869,31835,f26r,f113v,D,T,B,B,H,S
shese,4051,24995,20944,f26r,f90v2,D,O,B,A,H,H
ypchdy,4063,8090,4027,f26v,f48r,D,F,B,B,H,H
alys,4076,12701,8625,f26v,f69v,D,J,B,?,H,C
ckhdy,4084,6761,2677,f26v,f41v,D,F,B,B,H,H
toeedy,4110,10852,6742,f26v,f65v,D,H,B,?,H,H
tchols,4191,13936,9745,f27r,f72v2,D,K,A,?,H,Z
chals,4202,25814,21612,f27r,f95v2,D,Q,A,B,H,H
keeod,4214,22480,18266,f27r,f86v4,D,N,A,B,H,C
shotchey,4215,30682,26467,f27r,f106r,D,T,A,B,H,S
chodchy,4263,11890,7627,f27v,f68r2,D,I,A,?,H,A
shkeeo,4276,24880,20604,f27v,f90r1,D,O,A,A,H,H
shkol,4278,21084,16806,f27v,f84v,D,M,A,B,H,B
cthodol,4280,23813,19533,f27v,f87v,D,O,A,A,H,H
pchodar,4294,37348,33054,f28r,f115r,D,T,A,B,H,S
qoldy,4301,19270,14969,f28r,f81v,D,M,A,B,H,B
dly,4310,14850,10540,f28r,f75v,D,M,A,B,H,B
qotchaiin,4311,4619,308,f28r,f30r,D,D,A,A,H,H
okoy,4333,6049,1716,f28r,f38r,D,E,A,A,H,H
<221>kam,4340,38403,34063,f28r,f116r,D,T,A,B,H,S
qokchody,4375,25342,20967,f28v,f93v,D,Q,A,A,H,H
qokaiiin,4470,29276,24806,f29r,f104v,D,T,A,B,H,S
oltchy,4526,9608,5082,f29v,f55v,D,G,A,B,H,H
ctos,4527,23789,19262,f29v,f87v,D,O,A,A,H,H
chshy,4535,16394,11859,f29v,f77v,D,M,A,B,H,B
chykar,4574,12568,7994,f29v,f69v,D,J,A,?,H,C
fcheody,4587,24786,20199,f30r,f89v1,D,O,A,A,H,P
dairy,4718,36726,32008,f30v,f114v,D,T,A,B,H,S
sheoldy,4734,20331,15597,f30v,f83v,D,M,A,B,H,B
otcheor,4735,8996,4261,f30v,f52v,D,G,A,A,H,H
sheeod<222>,4775,12976,8201,f31r,f70r2,D,J,B,?,H,C
cheod,4796,29617,24821,f31r,f105r,D,T,B,B,H,S
olsheol,4812,15432,10620,f31r,f76r,D,M,B,B,H,T
qoekedy,4828,21739,16911,f31r,f85r2,D,N,B,B,H,C
podair,4842,36250,31408,f31v,f114r,D,T,B,B,H,S
pcheeody,4887,30545,25658,f31v,f106r,D,T,B,B,H,S
cheef,4893,17127,12234,f31v,f78v,D,M,B,B,H,B
checkh<222>,4901,6140,1239,f31v,f39r,D,E,B,B,H,H
ckheos,4941,25944,21003,f31v,f96r,D,Q,B,A,H,H
ytsho,4971,7388,2417,f32r,f44r,D,F,A,A,H,H
kcheodaiin,5019,35612,30593,f32v,f113r,D,T,A,B,H,S
odan,5074,6898,1824,f32v,f42r,D,F,A,A,H,H
ol<152>ar,5117,5510,393,f33r,f34v,E,E,B,B,H,H
loiin,5121,18419,13298,f33r,f80r,E,M,B,B,H,B
ykag,5131,23424,18293,f33r,f86v3,E,N,B,B,H,C
far,5142,34043,28901,f33r,f111v,E,T,B,B,H,S
cheekaiin,5171,13434,8263,f33r,f71v,E,K,B,?,H,Z
tarar,5175,35619,30444,f33v,f113r,E,T,B,B,H,S
<152><222>,5195,10219,5024,f33v,f58r,E,H,B,A,H,S
okardy,5200,11866,6666,f33v,f68r1,E,I,B,?,H,A
tokar,5203,8266,3063,f33v,f48v,E,F,B,B,H,H
shd<222>,5204,11248,6044,f33v,f66v,E,H,B,B,H,H
shefchdy,5234,21336,16102,f33v,f85r1,E,N,B,B,H,T
shckhdy,5235,10872,5637,f33v,f65v,E,H,B,?,H,H
ch<152>ain,5297,16679,11382,f34r,f77v,E,M,B,B,H,B
okes,5325,12712,7387,f34r,f70r1,E,J,B,?,H,C
oll,5334,28403,23069,f34r,f103v,E,T,B,B,H,S
amg,5340,27217,21877,f34r,f102r2,E,S,B,A,H,P
ysair,5355,31195,25840,f34r,f106v,E,T,B,B,H,S
ykeo,5394,24474,19080,f34r,f89r2,E,O,B,A,H,P
kech<152>y,5399,16769,11370,f34r,f78r,E,M,B,B,H,B
ypch<152>y,5433,21569,16136,f34v,f85r1,E,N,B,B,H,T
ag,5459,6683,1224,f34v,f41r,E,F,B,B,H,H
chechey,5474,34191,28717,f34v,f111v,E,T,B,B,H,S
olchdaiin,5491,5508,17,f34v,f34v,E,E,B,B,H,H
qokeeaiin,5549,32929,27380,f35r,f108v,E,T,A,B,H,S
shetchy,5559,22342,16783,f35r,f86v4,E,N,A,B,H,C
dchokchy,5647,12004,6357,f35v,f68r3,E,I,A,?,H,A
chckhor,5649,21175,15526,f35v,f84v,E,M,A,B,H,B
chkaly,5699,32025,26326,f35v,f107v,E,T,A,B,H,S
qorain,5718,15163,9445,f36r,f76r,E,M,A,B,H,T
podaiir,5739,10322,4583,f36r,f58r,E,H,A,A,H,S
dys,5816,21232,15416,f36v,f84v,E,M,A,B,H,B
otod,5853,9081,3228,f37r,f53r,E,G,A,A,H,H
kshody,5921,12876,6955,f37v,f70r2,E,J,A,?,H,C
yokor,5944,24638,18694,f37v,f89v2,E,O,A,A,H,P
<152><221>in,5980,26977,20997,f37v,f101v,E,S,A,A,H,P
qokoiiin,5985,24761,18776,f37v,f89v1,E,O,A,A,H,P
daiinody,5989,24336,18347,f37v,f89r2,E,O,A,A,H,P
ot<221>iin,6018,26800,20782,f38r,f101r,E,S,A,A,H,P
chochor,6050,9652,3602,f38r,f56r,E,G,A,A,H,H
okeaiin,6068,32932,26864,f38v,f108v,E,T,A,B,H,S
cheo<152>,6093,21367,15274,f38v,f85r1,E,N,A,B,H,T
pchdaiin,6162,35010,28848,f39r,f112v,E,T,B,B,H,S
shockhhy,6170,22497,16327,f39r,f86v4,E,N,B,B,H,C
dchdar,6173,29257,23084,f39r,f104v,E,T,B,B,H,S
ykeols,6205,14114,7909,f39r,f72v1,E,K,B,?,H,Z
dshdy,6210,9918,3708,f39r,f57v,E,H,B,?,H,C
yokeey,6305,9047,2742,f39v,f52v,E,G,B,A,H,H
cho<152>al,6310,12801,6491,f39v,f70r1,E,J,B,?,H,C
oraly,6341,11602,5261,f39v,f67r2,E,I,B,?,H,A
fchor,6374,29292,22918,f39v,f104v,E,T,B,B,H,S
shekam,6381,20788,14407,f39v,f84r,E,M,B,B,H,B
opches,6415,30480,24065,f40r,f106r,E,T,B,B,H,S
ordaiin,6417,11861,5444,f40r,f68r1,E,I,B,?,H,A
chckh<152>,6431,16745,10314,f40r,f78r,E,M,B,B,H,B
okol<152>y,6446,26171,19725,f40r,f99r,E,S,B,A,H,P
<221>g,6464,11585,5121,f40r,f67r2,E,I,B,?,H,A
<152>aram,6493,33367,26874,f40r,f111r,E,T,B,B,H,S
karar,6498,21530,15032,f40r,f85r1,E,N,B,B,H,T
toar,6503,24650,18147,f40r,f89v2,E,O,B,A,H,P
chefaiin,6508,22272,15764,f40v,fRos,E,N,B,B,H,C
toees,6555,11986,5431,f40v,f68r3,E,I,B,?,H,A
olfche<152>y,6558,8577,2019,f40v,f50r,E,G,B,B,H,H
qo<152>y,6574,8806,2232,f40v,f51r,E,G,B,A,H,H
ofair,6609,22018,15409,f40v,fRos,E,N,B,B,H,C
<221>kedy,6620,32480,25860,f41r,f108r,F,T,B,B,H,S
chckheody,6688,26565,19877,f41r,f100r,F,S,B,A,H,P
qekchdy,6696,15787,9091,f41r,f76v,F,M,B,B,H,B
oleeol,6731,27171,20440,f41v,f102r1,F,S,B,A,H,P
sheols,6737,10525,3788,f41v,f58v,F,H,B,A,H,S
ykeeal,6760,12613,5853,f41v,f69v,F,J,B,?,H,C
otcheey,6773,31287,24514,f42r,f107r,F,T,A,B,H,S
pchear,6774,28482,21708,f42r,f103v,F,T,A,B,H,S
shotaiin,6800,22659,15859,f42r,f86v6,F,N,A,B,H,T
yshol,6803,24873,18070,f42r,f90r1,F,O,A,A,H,H
sholy,6864,10089,3225,f42r,f58r,F,H,A,A,H,S
kshes,6875,25925,19050,f42r,f95v1,F,Q,A,B,H,H
qocho,6910,8377,1467,f42v,f49r,F,G,A,A,H,H
rchy,6971,18189,11218,f42v,f80r,F,M,A,B,H,B
odeey,7019,27407,20388,f42v,f102v2,F,S,A,A,H,P
qoto<152>y,7073,25320,18247,f43r,f93v,F,Q,B,A,H,H
pshdar,7114,30339,23225,f43r,f106r,F,T,B,B,H,S
yfchdy,7118,22639,15521,f43r,f86v6,F,N,B,B,H,T
tshed,7152,22829,15677,f43r,f86v6,F,N,B,B,H,T
chckhhhy,7166,24228,17062,f43r,f89r1,F,O,B,A,H,P
arodl,7174,31625,24451,f43v,f107r,F,T,B,B,H,S
to<152>y,7191,27404,20213,f43v,f102v2,F,S,B,A,H,P
pchdol,7225,36669,29444,f43v,f114v,F,T,B,B,H,S
ytshe<152>y,7228,25861,18633,f43v,f95v1,F,Q,B,B,H,H
olos,7248,31049,23801,f43v,f106v,F,T,B,B,H,S
ckhe<152>y,7288,21732,14444,f43v,f85r2,F,N,B,B,H,C
lsho,7465,19273,11808,f44v,f81v,F,M,A,B,H,B
dairl,7486,24527,17041,f44v,f89r2,F,O,A,A,H,P
kolchey,7578,37868,30290,f45v,f115v,F,T,A,B,H,S
dail,7609,16529,8920,f45v,f77v,F,M,A,B,H,B
otytam,7620,22847,15227,f45v,f86v6,F,N,A,B,H,T
cheg,7629,19991,12362,f45v,f83r,F,M,A,B,H,B
sa,7646,35122,27476,f45v,f112v,F,T,A,B,H,S
odys,7724,34441,26717,f46r,f112r,F,T,B,B,H,S
kees,7759,14299,6540,f46r,f73v,F,L,B,?,H,Z
fchdy,7761,29819,22058,f46r,f105r,F,T,B,B,H,S
sheockhy,7790,25969,18179,f46r,f96r,F,Q,B,A,H,H
o<176>ar,7826,32052,24226,f46v,f107v,F,T,B,B,H,S
kaiir,7866,21860,13994,f46v,fRos,F,N,B,B,H,C
tolshey,7916,33021,25105,f46v,f108v,F,T,B,B,H,S
ckhhey,7974,12834,4860,f47r,f70r2,F,J,A,?,H,C
tchod,7978,11253,3275,f47r,f66v,F,H,A,B,H,H
keechy,8029,35996,27967,f47v,f113v,F,T,A,B,H,S
te<152>ain,8106,25515,17409,f48r,f94v,F,Q,B,B,H,H
tolkain,8231,18361,10130,f48v,f80r,F,M,B,B,H,B
loldy,8274,18618,10344,f48v,f80v,F,M,B,B,H,B
ykeedal,8293,11366,3073,f48v,f67r1,F,I,B,?,H,A
choshy,8311,25248,16937,f49r,f93r,G,Q,A,A,H,H
qopchar,8312,29001,20689,f49r,f104r,G,T,A,B,H,S
chotshy,8324,13337,5013,f49r,f71r,G,K,A,?,H,Z
dodar,8325,22405,14080,f49r,f86v4,G,N,A,B,H,C
qotan,8330,14564,6234,f49r,f75r,G,M,A,B,H,B
sheoty,8334,13980,5646,f49r,f72v2,G,K,A,?,H,Z
chokan,8399,9076,677,f49r,f53r,G,G,A,A,H,H
chods,8401,30186,21785,f49r,f105v,G,T,A,B,H,S
qoteees,8442,9746,1304,f49v,f56v,G,G,A,A,H,H
<192>,8455,8500,45,f49v,f49v,G,G,A,A,H,H
dchog,8494,25352,16858,f49v,f93v,G,Q,A,A,H,H
qokeaiin,8527,33607,25080,f49v,f111r,G,T,A,B,H,S
chokaly,8559,13607,5048,f49v,f72r2,G,K,A,?,H,Z
oran,8569,11635,3066,f49v,f67r2,G,I,A,?,H,A
ol<176>air,8576,17904,9328,f50r,f79v,G,M,B,B,H,B
ockhody,8585,24692,16107,f50r,f89v2,G,O,B,A,H,P
olkche<152>y,8628,37565,28937,f50r,f115v,G,T,B,B,H,S
ariin,8642,25138,16496,f50r,f90v1,G,O,B,A,H,H
sheekar,8646,34334,25688,f50r,f111v,G,T,B,B,H,S
<221>tar,8721,24013,15292,f50v,f88v,G,O,B,A,H,P
tedaiin,8723,36770,28047,f50v,f114v,G,T,B,B,H,S
ykeeod,8755,27351,18596,f50v,f102r2,G,S,B,A,H,P
opchear,8764,35596,26832,f51r,f113r,G,T,A,B,H,S
tchodaiin,8815,25371,16556,f51r,f93v,G,Q,A,A,H,H
cheeal,8823,34344,25521,f51r,f111v,G,T,A,B,H,S
dshody,8853,24170,15317,f51v,f89r1,G,O,A,A,H,P
ycheoky,8916,26637,17721,f51v,f100v,G,S,A,A,H,P
oteees,8940,11455,2515,f52r,f67r1,G,I,A,?,H,A
qok<221>,8952,23158,14206,f52r,f86v5,G,N,A,B,H,T
oor,9008,36236,27228,f52v,f114r,G,T,A,B,H,S
ykeodar,9091,11741,2650,f53r,f67v1,G,I,A,?,H,A
o<152>or,9094,24670,15576,f53r,f89v2,G,O,A,A,H,P
y<152>y,9157,12624,3467,f53v,f69v,G,J,A,?,H,C
ychocthy,9183,25278,16095,f53v,f93r,G,Q,A,A,H,H
otsho,9186,12059,2873,f53v,f68v3,G,I,A,?,H,C
ockhol,9221,14003,4782,f54r,f72v2,G,K,A,?,H,Z
okeodain,9230,33420,24190,f54r,f111r,G,T,A,B,H,S
ore,9233,29658,20425,f54r,f105r,G,T,A,B,H,S
